,Unnamed: 0,user_name,user_location,user_description,user_verified,date,text,hashtags,source
13,13,Love NBA,,NAB Fanbase,False,2022-10-07 14:14:03+00:00,"#Spurs PRESEASON GAME 2 TAKEAWAYS!
 
https://t.co/7FSAUt0wLt
 
#3pointer #Argentina #Ballislife #Basketball #Bball #Cowboys #DakPrescott #Dallas #DallasCowboys #DejounteMurray #DerrickWhite #ESPN #Ginobili #GoSpursGo #GoldenState #GreggPopovich #Grizzlies #KeldonJohnson https://t.co/UodZBsVoOL","['Spurs', '3pointer', 'Argentina', 'Ballislife', 'Basketball', 'Bball']",love.nba
14,14,Ron Bohning,"Fayetteville, AR",Auto fed #SportsNews & early morning #DayTrade ideas (not advice). #AlwaysLA #DallasCowboys #RipCity #GoAvsGo #GoBeavs🦫 #BuildTheDam🪵 #Razorbacks #WPS🐗,False,2022-10-04 23:47:05+00:00,"What's up with that weird, mysterious post by the San Antonio Spurs? https://t.co/VO7hlGWGJn #GreggPopovich #Nope https://t.co/5k330gEE2Y","['GreggPopovich', 'Nope']",dlvr.it
15,15,Love NBA,,NAB Fanbase,False,2022-10-03 16:55:03+00:00,"NBA Season Preview: San Antonio Spurs
 
https://t.co/MihoRDs1ms
 
#GreggPopovich #NbaNewsSpurs #NbaSeasonPreview #NbaSeasonPreviewSanAntonioSpurs #NbaSeasonPreviewSpurs #NbaSpurs #SanAntonioSpurs #SanAntonioSpursBasketball #SanAntonioSpursNbaSeasonPreview #SanAntonioSpursNews https://t.co/0u9WldHrX6","['GreggPopovich', 'NbaNewsSpurs', 'NbaSeasonPreview']",love.nba
16,16,Chuck,New York,"https://t.co/jzgKvzRfNP for daily trivia. https://t.co/yP2HdAjN8S for the Chuck app with live scores, custom sports news feed & real-time banter with your friends in one free app.",False,2022-10-02 15:21:36+00:00,"Chuckle Fact of the Day for 10/01: Gregg Popovich is one of just three three-time winners of the NBA's Coach of the Year Award, along with Don Nelson and Pat Riley.

More fun today &gt; https://t.co/7HD4T4lEgF

#PlayChuckle #NFL #nflredzone #nba #spurs #greggpopovich #coachpop https://t.co/v50rZyKNNu",,Twitter Web App
17,17,Love NBA,,NAB Fanbase,False,2022-10-01 19:31:02+00:00,"This #Spurs Team Has Me Worried...
 
https://t.co/73iqO64onV
 
#3pointer #Argentina #Ballislife #Basketball #Bball #Cowboys #DakPrescott #Dallas #DallasCowboys #DejounteMurray #DerrickWhite #ESPN #Ginobili #GoSpursGo #GoldenState #GreggPopovich #Grizzlies #KeldonJohnson https://t.co/V5fRwfPqB3","['Spurs', '3pointer', 'Argentina', 'Ballislife', 'Basketball', 'Bball']",love.nba
18,18,Matt,USA,"Engineer, Progressive, Stoic, Animal Lover, Introvert, Amor Fati, Momento Mori, Domari Nolo 🇺🇸",False,2022-10-09 13:48:08+00:00,"Classy move by #SanAntonioSpurs &amp; @gregpopovich, truly an American Role Model. 🙏🙏👍

Spurs hold Open Practice With Kids At Uvalde School

https://t.co/apk5dkDeUx",['SanAntonioSpurs'],Twitter for Android
19,19,KBK📎 ☮️,"Washington, DC","American who supports human rights, freedom & democracy not only abroad but in the United States.",False,2022-10-09 13:36:42+00:00,Beautiful.  #SanAntonioSpurs reaching out to  #Uvalde kids. https://t.co/iw3s74zT79,"['SanAntonioSpurs', 'Uvalde']",Twitter Web App
20,20,Love NBA,,NAB Fanbase,False,2022-10-09 10:39:02+00:00,"Frank Isola&amp;#39;s solution to ...
 
https://t.co/yStU7iuSxY
 
#ConcernsForNbaTanking #FrankIsola #MichaelWilbon #NbaTanking #PardonTheInterruption #SanAntonioSpurs #SouthwestDivision #TankingForVictorWembanayama #TankingNbaTeams #Teams #VictorWembanayama #WesternConference https://t.co/5MZPJS2Eit","['ConcernsForNbaTanking', 'FrankIsola', 'MichaelWilbon']",love.nba
21,21,Love NBA,,NAB Fanbase,False,2022-10-09 08:15:02+00:00,"Breakdown Of The San Antonio #Spurs 2022 ...
 
https://t.co/v8WXhQ83gz
 
#2022NBADraft #BlakeWesley #JeremySochan #MalakiBranham #NBA #NbaDraft #NbaDraftGrades #NbaDraftSanAntonioSpurs #NbaSpurs #SanAntonio #SanAntonioSpurs #SanAntonioSpurs2022NbaDraft #SanAntonioSpursDraft https://t.co/zYU5BQaIHx","['Spurs', '2022NBADraft', 'BlakeWesley', 'JeremySochan']",love.nba
22,22,EASTCOASTHOOPRECRUIT,East Coast,"Respect the Game @shopecrecruit1🛒 #CantforgerttheEastCoast #EastCoastLetsGo #Eastcoasthooprecruit All Inclusive Basketball Coverage Highschool, College and NBA",False,2022-10-09 06:03:29+00:00,"Anticipation is high 😮
First practice complete ✅

#GoFrogs  #NBA #dukebasketballcamp #NuggetsNation #eastcoasthooprecruit #ballislife #indianapacers #kevindurant #SanAntonioSpurs #spurs #Nuggets #laclippers #ote https://t.co/HcW8uxoITS","['GoFrogs', 'NBA', 'dukebasketballcamp', 'NuggetsNation']",Twitter for iPhone
23,23,EASTCOASTHOOPRECRUIT,East Coast,"Respect the Game @shopecrecruit1🛒 #CantforgerttheEastCoast #EastCoastLetsGo #Eastcoasthooprecruit All Inclusive Basketball Coverage Highschool, College and NBA",False,2022-10-09 05:56:55+00:00,"First officiall Practice ! 💪🏽🙌 

#spurs #GoSpursGo #SanAntonioSpurs #ItsBruinTime #wizards #Wiz50 #DCFamily  #indianapacers #mensbasketball #kuhoops #MileHighBasketball #Nuggets #GrindCity #connectedbymagic  #Orlandipo #PureMagic #nba #nbadraft #nbadraftlottery #overtime #ote https://t.co/hqdOKKcf1f","['spurs', 'GoSpursGo', 'SanAntonioSpurs', 'ItsBruinTime', 'wizards', 'Wiz50', 'DCFamily']",Twitter for iPhone
24,24,GotdemCards,your local card shop,"I have thousands of cards & I'm selling some to get some more. show me those cards
MJ Kobe & Trout is what it's really all about. Posting cards everyday",False,2022-10-08 21:34:58+00:00,"#SanAntonioSpurs 6 card lot #Spurs 

$2.50 OBO 

#Basketball #thehobby
#basketballcards #NBA #thehobby @HobbyRetweet_
#sportscards #sportscardsforsale
@JakeMc945
 @ILOVECOLLECTIN1 @MDRANSOM1 @sports_sell @CardboardEchoes @timscards1 https://t.co/wYHZbZ6g9V","['SanAntonioSpurs', 'Spurs', 'Basketball', 'thehobby', 'basketballcards', 'NBA', 'thehobby']",Twitter for Android
25,25,Raw Chili,,,False,2022-10-08 16:59:11+00:00,"Oh how have times changed 😭 
 
https://t.co/L1xknrbpq2
 
#Basketball #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #SanAntonio #SanAntonioSpurs #Spurs #Texas https://t.co/KRFLsmbUB1","['Basketball', 'NationalBasketballAssociation', 'NBA']",raw-chili
26,26,Love NBA,,NAB Fanbase,False,2022-10-08 13:03:02+00:00,"Paolo Banchero 9 pts 5 rebs 3 asts vs Spurs 2022 Preseason
 
https://t.co/rkqWHXftBC
 
#Basketball #BlocksCompilation #DunkCompilation #DunksCompilation #NBA #NbaCompilation #NBADunks #NbaHighlights #SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/05jgCCK7f9",['Basketball'],love.nba
27,27,Love NBA,,NAB Fanbase,False,2022-10-08 11:58:03+00:00,"Oh how have times changed 😭
 
https://t.co/B3wCTHcS2p
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/fZrBkcoXaP","['SanAntonioSpurs', 'SouthwestDivision', 'WesternConference']",love.nba
28,28,asler from ph🇵🇭,Philippines,I follow back · Nerd Jazz Fan since 2015 · Jared Butler Fan · NBA court & jersey designer🔥 · I'm a fucking Asian · Unbias for other 29 teams · #TakeNote,False,2022-10-08 11:35:46+00:00,"2022-2023 San Antonio Spurs Court!!!

📌Accurate Logos
📌With sponsors
📌Accurate irl

#GoSpursGo #SanAntonioSpurs #NBA https://t.co/fE3jyBkySW","['GoSpursGo', 'SanAntonioSpurs', 'NBA']",Twitter for Android
29,29,Leaving For LA,Montreal,"Graphic Designer. Sports fanatic. Visit my shop: Posters, Prints, Frames, Phone cases, Puzzles, Pillows, Towels and more!",False,2022-10-07 23:35:00+00:00,"Shop #GoSpursGo  Frames, Puzzles, Prints, Phones Cases, Towels and more @ &gt;&gt; https://t.co/JGt9Hrdx9H &lt;&lt; #SanAntonioSpurs #SanAntonio #Spurs #spursnation  #NBA #basketball #NBAAllStar #NBA2K22 #NBATwitter #NBAonTNT #NBA75",['GoSpursGo'],Twitter Web App
30,30,KABB FOX 29,"San Antonio, TX","Know more. Know first. KABB-TV is the FOX affiliate in San Antonio, Texas, without doubt the most unique local news broadcasts in the city.",True,2022-10-07 23:07:10+00:00,"#sanantoniospurs It's been rumored that the Spurs have been toying with the idea of relocating to Austin after the team scheduled two home games in the city.🏀
Congressman Tony Gonzales wants to make sure that doesn't happen.

https://t.co/SmKCKWDxiD",['sanantoniospurs'],TweetDeck
31,31,AFKenedy,,"Whether you’re new to exercising or a fitness pro, we’re here to provide you with personalized coaching and support inside and outside the club. Our professiona",False,2022-10-07 22:52:16+00:00,"We are excited to once again be Partnering with a FANTASTIC San Antonio Spur 🏀

There are still bays available.
Come get the SAS season going with Keldon Johnson's first Annual Launch Party!
https://t.co/uHJR0eNaSy
GO SPURS GO!
#fantasticsams #sanantoniospurs #keldonjohnson https://t.co/AlqU8gWPxO",,SOCi 
32,32,Love NBA,,NAB Fanbase,False,2022-10-07 18:34:02+00:00,"MAGIC at SPURS | #NBA PRESEASON FULL GAME HIGHLIGHTS | October 6, 2022
 
https://t.co/OL60hKBFNO
 
#Basketball #GLeague #Game0012200026 #SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/zZtHa0LtUI","['NBA', 'Basketball']",love.nba
33,33,asler from ph🇵🇭,Philippines,I follow back · Nerd Jazz Fan since 2015 · Jared Butler Fan · NBA court & jersey designer🔥 · I'm a fucking Asian · Unbias for other 29 teams · #TakeNote,False,2022-10-07 13:42:00+00:00,"San Antonio Spurs 50th anniversary court WIP

✔Preseason look
✔Accurate logos, lines, etc.

#GoSpursGo #SanAntonioSpurs #NBA https://t.co/D6ePHHPd7z",['GoSpursGo'],Twitter for Android
34,34,Love NBA,,NAB Fanbase,False,2022-10-07 13:07:02+00:00,"Victor Wembanyama - 36 Pts (15 in Q4), 11 Reb, 4 Ast, 1 Stl, 4 Blk Full Highlights｜Metropolitans 92 vs NBA G League Ignite｜2022.10.06
 
https://t.co/pATw8HXEW2
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/pPBN1E4G6M",,love.nba
35,35,Love NBA,,NAB Fanbase,False,2022-10-07 11:37:02+00:00,"Orl #Magic vs Sa #Spurs - Full Game Highlights - ...
 
https://t.co/FO38Rsbc80
 
#GrizzliesVsMagic #MagicVsGrizzlies #MagicVsSpurs #MagicVsSpursHighlights #OrlandoMagic #Pass #SanAntonioSpurs #SanAntonioSpursbasketballTeam #SanAntonioSpursVsOrlandoMagicFullGameHighlights https://t.co/4VI8c9uNAk","['Magic', 'Spurs', 'GrizzliesVsMagic']",love.nba
36,36,Raw Chili,,,False,2022-10-07 11:21:05+00:00,"Post Game Thread: The Orlando Magic defeat The San Antonio #Spurs 102-99 
 
https://t.co/azjhdulDyy
 
#Basketball #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #SanAntonio #SanAntonioSpurs #Texas https://t.co/WeC8Ddi5p9","['Spurs', 'Basketball']",raw-chili
37,37,Love NBA,,NAB Fanbase,False,2022-10-07 10:16:02+00:00,"Post Game Thread: The Orlando Magic defeat The San Antonio Spurs 102-99
 
https://t.co/sfvH7ytRM2
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/uDWwsSyVau",,love.nba
38,38,Love NBA,,NAB Fanbase,False,2022-10-07 09:01:02+00:00,"Orlando Magic vs San Antonio ...
 
https://t.co/XM3NluUO33
 
#FullGameHighlights #LongFullGameHighlights #MagicVsSpurs #MagicVsSpurs2022 #MagicVsSpursHighlights #MagicVsSpursPreseason #NbaFullGameHighlights #NbaPreseason #NbaPreseason2022 #SanAntonioSpurs #SouthwestDivision https://t.co/AatN2HBrGK","['FullGameHighlights', 'LongFullGameHighlights']",love.nba
39,39,Love NBA,,NAB Fanbase,False,2022-10-07 07:49:02+00:00,"Embracing the tank
 
https://t.co/mRiE0YjBQp
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/FjfCszQg6l","['SanAntonioSpurs', 'SouthwestDivision', 'WesternConference']",love.nba
40,40,Love NBA,,NAB Fanbase,False,2022-10-07 03:54:02+00:00,"Which one of y’all did this?
 
https://t.co/zvSk6YsfR2
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/gf0e0NAdzF","['SanAntonioSpurs', 'SouthwestDivision', 'WesternConference']",love.nba
41,41,BEHIND THE SIDELINES with Angel Figueroa,"Orlando, FL",Podcast keeping you updated on all things NBA & Orlando Magic,False,2022-10-07 03:13:20+00:00,"MAGIC WIN! Orlando defeats the San Antonio Spurs 102-99!⠀⠀⠀⠀⠀⠀⠀

#sanantonio #sports #game #orlandomagic #magictogether #devinvassell #podcast #texas #nba #sanantoniospurs #spurs #basketball #ESPN  #nbapreseason #florida #wendellcarterjr #magic #orlando

1/4 https://t.co/cmVS85cYRc","['sanantonio', 'sports', 'game', 'orlandomagic']",Twitter for Android
42,42,Champions League,,Live tv channel sport #footbaall #basketball,False,2022-10-06 23:58:02+00:00,"🏆 NBA - PRE-SEASON 

🏀 San Antonio Spurs vs Orlando Magic

📺 Live stream Link : https://t.co/xt3fQKluuF

#sanantoniospurs #orlandomagic #NBA https://t.co/bPCfY2Mz1K",,Twitter Web App
43,43,AFKenedy,,"Whether you’re new to exercising or a fitness pro, we’re here to provide you with personalized coaching and support inside and outside the club. Our professiona",False,2022-10-06 23:08:08+00:00,"We are excited to once again be Partnering with a FANTASTIC San Antonio Spur 🏀

There are still bays available.
Come get the SAS season going with Keldon Johnson's first Annual Launch Party!
https://t.co/uHJR0eMD30
GO SPURS GO!
#fantasticsams #sanantoniospurs #keldonjohnson https://t.co/bJsC50nOpI",,SOCi 
44,44,S.A. Professional Bartending School,"San Antonio, TX","Bartending School located in San Antonio, Tx. TWC Approved                Call 210-967-4600",False,2022-10-06 22:45:27+00:00,Call or Text 💥210-967-4600💥 #sanantonio #satx  #sanantoniotexas #sanantoniotx #sanantoniospurs #newbraunfels #utsa #alamocity #boerne #sanantoniophotographer #igsanantonio #sanantoniorealestate #corpuschristi #uvalde #brownsvilletx #kerrvilletx #downtownsanantonio https://t.co/Mw1olqD54Y,"['sanantonio', 'satx', 'sanantoniotexas', 'sanantoniotx', 'sanantoniospurs', 'newbraunfels', 'utsa']",Twitter for iPhone
45,45,San Antonio Current,"San Antonio, TX",San Antonio's FREE alternative newsweekly. Editor-in-Chief @Sanford_Nowlin,False,2022-10-06 21:00:00+00:00,"The menu will include corn in a cup, loaded barbecue Frito pie and nods to iconic Spurs athletes Tim Duncan and Manu Ginóbili. #SanAntonio #SATX #SanAntonioTX #ATTCenter #Spurs #SanAntonioFood #SanAntonioRestaurants #SanAntonioSpurs

https://t.co/0adR9L3zDS",,TweetDeck
46,46,The UBJ,Worldwide,"United Business Journal! Covering Entertainment, Business & Finance News",False,2022-10-06 18:43:46+00:00,"San Antonio Spurs, New Orleans Pelicans, and Golden State Warriors: Belly Clapper or Dubs Fusion?

#SanAntonioSpurs #zionwilliamson #joelacob https://t.co/HngmzFpVhE",['SanAntonioSpurs'],WordPress.com
47,47,BEHIND THE SIDELINES with Angel Figueroa,"Orlando, FL",Podcast keeping you updated on all things NBA & Orlando Magic,False,2022-10-06 17:23:26+00:00,"Gameday!
Tonight at 8pm

#sanantonio #sports #game #orlandomagic #magictogether #keldonjohnson #devinvassell #podcast #texas #spurs #nba #sanantoniospurs #basketball #ESPN #graphicdesign #youtube #nbapreseason #florida #paolobanchero #coleanthony #magic #orlando https://t.co/22grvBLK60","['sanantonio', 'sports', 'game', 'orlandomagic', 'magictogether', 'keldonjohnson', 'devinvassell']",Twitter for Android
48,48,Raw Chili,,,False,2022-10-06 09:53:04+00:00,"What y’all think about this? bleacher report/IG 
 
https://t.co/7xyF7vgGtW
 
#Basketball #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #SanAntonio #SanAntonioSpurs #Spurs #Texas https://t.co/dyDqE8aBku",['Basketball'],raw-chili
49,49,Love NBA,,NAB Fanbase,False,2022-10-06 06:40:03+00:00,"What y’all think about this? bleacher report/IG
 
https://t.co/mSfZqmpuwE
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/DBzytARuOJ","['SanAntonioSpurs', 'SouthwestDivision']",love.nba
50,50,Love NBA,,NAB Fanbase,False,2022-10-06 02:57:02+00:00,"5 Takeaways From Spurs Preseason Opener | Devin Vassell Tre Jones Rookies &amp; More | Spurs Vlog
 
https://t.co/z4A4daNttO
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/8CxSIRUPG6",,love.nba
51,51,Rob Trejo Jr,Rio Grande Valley - TX,"TX 6A HS 🏀Coach & Teacher | Digital Creator, Consultant & Producer | Spurs Content @Spurstubetv | Podcast & Video | Services For Hire #gospursgo",False,2022-10-06 00:30:50+00:00,"Who was more impressive, Tre Jones Or Isaiah Roby?

5 Takeaways From Spurs Preseason Opener | Devin Vassell Tre Jones Rookies &amp; More | Spurs Vlog

https://t.co/b2udWFLzBy

#spurs #sanantoniospurs #NBA #devinvassell #keldonjohnson #joshuaprimo #gospursgo #porvida",,Twitter Web App
52,52,GotdemCards,your local card shop,"I have thousands of cards & I'm selling some to get some more. show me those cards
MJ Kobe & Trout is what it's really all about. Posting cards everyday",False,2022-10-06 00:24:35+00:00,"The Admiral David Robinson 1998-99 Fleer Ultra Card #83 #SanAntonioSpurs #Spurs 

$3 OBO 

#basketballcards #NBA #thehobby @HobbyRetweet_
#sportscards #sportscardsforsale
@JakeMc945
 @ILOVECOLLECTIN1 @MDRANSOM1 @sports_sell @CardboardEchoes @timscards1 https://t.co/3rgyTPt8zI","['SanAntonioSpurs', 'Spurs', 'basketballcards', 'NBA']",Twitter for Android
53,53,GotdemCards,your local card shop,"I have thousands of cards & I'm selling some to get some more. show me those cards
MJ Kobe & Trout is what it's really all about. Posting cards everyday",False,2022-10-06 00:22:29+00:00,"TIM DUNCAN, 2005-06 Upper Deck #167 #SanAntonioSpurs

$3 OBO 

#basketballcards #NBA #thehobby @HobbyRetweet_
#sportscards #sportscardsforsale
@JakeMc945
 @ILOVECOLLECTIN1 @MDRANSOM1 @sports_sell @CardboardEchoes @timscards1 https://t.co/KWqfkmvJH6","['SanAntonioSpurs', 'basketballcards', 'NBA', 'thehobby']",Twitter for Android
54,54,Love NBA,,NAB Fanbase,False,2022-10-05 23:38:02+00:00,"San Antonio Spurs 50th #Anniversary Season #Announcement
 
https://t.co/fipQGmZHbV
 
#50thSeason #Basketball #Celebration #NBA #SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/2gGlYuzN1G","['Anniversary', 'Announcement', '50thSeason', 'Basketball']",love.nba
55,55,S.A. Professional Bartending School,"San Antonio, TX","Bartending School located in San Antonio, Tx. TWC Approved                Call 210-967-4600",False,2022-10-05 23:03:43+00:00,Call or Text to start your new career in Bartending! 🍸210-967-4600🍸 #sanantonio #satx #corpuschristitexas  #sanantoniotexas #sanantoniotx #sanantoniospurs #fyp #newbraunfels #utsa #alamocity #boerne #sanantoniophotographer #igsanantonio #sanantoniorealestate #downtownsanantonio https://t.co/zvjvDLoYtl,"['sanantonio', 'satx', 'corpuschristitexas']",Twitter for iPhone
56,56,Raw Chili,,,False,2022-10-05 21:37:01+00:00,"Tre Jones most underrated? 
 
https://t.co/41KpdngAn0
 
#Basketball #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #SanAntonio #SanAntonioSpurs #Spurs #Texas https://t.co/Py0PU7JxQS","['Basketball', 'NationalBasketballAssociation', 'NBA']",raw-chili
57,57,Love NBA,,NAB Fanbase,False,2022-10-05 19:03:02+00:00,"Immediately after watching Scoot v Victor
 
https://t.co/jZymVxpM99
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/xzApnLgqsk","['SanAntonioSpurs', 'SouthwestDivision']",love.nba
58,58,Love NBA,,NAB Fanbase,False,2022-10-05 16:05:02+00:00,"Oh snap 👀
 
https://t.co/28GRIO6sOv
 
#SanAntonioSpurs #SouthwestDivision #WesternConference https://t.co/BlAt47B6k4","['SanAntonioSpurs', 'SouthwestDivision', 'WesternConference']",love.nba
59,59,S.A. Professional Bartending School,"San Antonio, TX","Bartending School located in San Antonio, Tx. TWC Approved                Call 210-967-4600",False,2022-10-05 14:05:20+00:00,Call or Text💥210-967-4600💥 #sanantonio #texas #satx  #sanantoniotexas #sanantoniotx #sanantoniospurs #newbraunfels #tx #smallbusiness #utsa #alamocity #photography #boerne  #sanantoniophotographer #igsanantonio #sanantoniorealestate #downtownsanantonio https://t.co/8QCzcU5uIB,"['sanantonio', 'texas', 'satx', 'sanantoniotexas', 'sanantoniotx', 'sanantoniospurs', 'newbraunfels']",Twitter for iPhone
60,60,Raw Chili,,,False,2022-10-05 08:13:04+00:00,"Yumm! 
 
https://t.co/hIrjuFjkcM
 
#Basketball #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceSouthwestDivision #SanAntonio #SanAntonioSpurs #Spurs #Texas https://t.co/QozftxdWLF","['Basketball', 'NationalBasketballAssociation', 'NBA', 'NBAWesternConference']",raw-chili
